,gender,detailed_class_of_worker,class_of_worker_employed_unemployed,major_industry,detailed_industry,major_occupation,detailed_occupation,manufacturing
6082,2,09,01,14,39,03,10,00
6083,2,00,00,00,00,00,00,00
6084,1,09,01,10,34,04,13,00
6085,2,00,00,00,00,00,00,00
6086,1,09,01,09,31,02,07,00
6087,2,00,00,00,00,00,00,00
6088,2,09,01,15,40,01,02,00
6089,1,10,01,11,35,06,27,00
6090, ,  ,  ,  ,  ,  ,  ,  
6091,1,07,01,04,20,06,22,17
6092,2,00,00,00,00,00,00,00
6093,1,09,01,09,31,03,11,00
6094,2,00,00,00,00,00,00,00
6095,1,06,01,03,09,03,11,06
6096,2,09,01,11,35,03,11,00
6097,1,07,01,03,14,05,20,11
6098,1,07,01,03,14,06,25,11
6099,2,05,02,17,42,09,33,00
6100,1,10,01,09,31,07,30,00
6101,2,00,00,00,00,00,00,00
6102,1,06,01,04,18,03,11,15
6103,2,00,00,00,00,00,00,00
6104,2,09,01,10,34,04,13,00
6105,2,05,02,20,47,02,07,00
6106, ,  ,  ,  ,  ,  ,  ,  
6107, ,  ,  ,  ,  ,  ,  ,  
6108, ,  ,  ,  ,  ,  ,  ,  
6109, ,  ,  ,  ,  ,  ,  ,  
6110, ,  ,  ,  ,  ,  ,  ,  
6111, ,  ,  ,  ,  ,  ,  ,  
6112, ,  ,  ,  ,  ,  ,  ,  
6113, ,  ,  ,  ,  ,  ,  ,  
6114, ,  ,  ,  ,  ,  ,  ,  
6115, ,  ,  ,  ,  ,  ,  ,  
6116, ,  ,  ,  ,  ,  ,  ,  
6117, ,  ,  ,  ,  ,  ,  ,  
6118, ,  ,  ,  ,  ,  ,  ,  
6119,2,00,00,00,00,00,00,00
6120,1,09,01,10,34,02,07,00
6121,1,00,00,00,00,00,00,00
6122,1,09,01,06,26,03,11,00
6123,2,09,01,09,31,02,07,00
6124,1,07,01,03,05,06,22,02
6125,2,09,05,11,35,03,11,00
6126, ,  ,  ,  ,  ,  ,  ,  
6127, ,  ,  ,  ,  ,  ,  ,  
6128,1,00,00,00,00,00,00,00
6129,2,00,00,00,00,00,00,00
6130,1,09,01,09,31,04,12,00
6131,2,00,00,00,00,00,00,00
6132,2,00,00,00,00,00,00,00
6133,1,07,01,02,03,05,15,00
6134,2,09,01,15,40,01,02,00
6135,1,00,00,00,00,00,00,00
6136, ,  ,  ,  ,  ,  ,  ,  
6137,1,00,00,00,00,00,00,00
6138,2,00,00,00,00,00,00,00
6139,2,00,00,00,00,00,00,00
6140,1,07,01,03,12,05,17,09
6141,2,09,01,09,31,04,12,00
6142,2,00,00,00,00,00,00,00
6143,1,07,01,02,03,05,15,00
6144,2,00,00,00,00,00,00,00
6145,2,09,01,16,41,03,10,00
6146,1,09,01,10,34,04,13,00
6147,2,09,01,07,27,03,11,00
6148,2,05,02,20,46,03,11,00
6149,1,00,00,00,00,00,00,00
6150,2,00,00,00,00,00,00,00
6151,1,09,01,09,31,02,07,00
6152,2,00,00,00,00,00,00,00
6153,1,06,01,03,06,01,05,03
6154,2,09,01,09,31,01,05,00
6155,1,10,01,09,31,06,27,00
6156,2,00,00,00,00,00,00,00
6157,2,09,01,15,40,01,02,00
6158,2,00,00,00,00,00,00,00
6159,2,09,01,10,34,03,11,00
6160, ,  ,  ,  ,  ,  ,  ,  
6161,2,09,05,09,31,03,10,00
6162,2,09,01,09,31,04,12,00
6163,2,00,00,00,00,00,00,00
6164, ,  ,  ,  ,  ,  ,  ,  
6165,1,00,00,00,00,00,00,00
6166,2,06,01,04,20,01,05,17
6167,1,10,01,09,31,05,19,00
6168,2,09,01,09,31,03,11,00
6169,1,05,02,20,47,02,07,00
6170,2,11,01,09,30,09,33,00
6171,2,06,01,04,20,01,05,17
6172,2,00,00,00,00,00,00,00
6173,1,09,01,09,31,02,07,00
6174,1,00,00,00,00,00,00,00
6175,1,12,03,02,03,02,09,00
6176,2,00,00,00,00,00,00,00
6177,1,07,01,04,20,05,21,17
6178,1,10,01,09,31,06,27,00
6179, ,  ,  ,  ,  ,  ,  ,  
6180,2,00,00,00,00,00,00,00
6181,2,00,00,00,00,00,00,00
6182,1,12,03,10,34,04,13,00
6183,2,00,00,00,00,00,00,00
6184,1,10,01,09,31,06,22,00
6185,2,00,00,00,00,00,00,00
6186,2,00,00,00,00,00,00,00
6187,1,09,01,10,33,02,07,00
6188,2,00,00,00,00,00,00,00
6189,1,09,01,17,42,01,05,00
6190,2,09,01,17,42,01,05,00
6191,2,00,00,00,00,00,00,00
6192,1,09,01,07,27,01,05,00
6193,2,00,00,00,00,00,00,00
6194, ,  ,  ,  ,  ,  ,  ,  
6195,1,10,01,06,26,05,16,00
6196,2,00,00,00,00,00,00,00
6197,1,05,02,20,48,09,32,00
6198,2,00,00,00,00,00,00,00
6199,2,09,01,18,43,03,10,00
6200,1,09,01,09,31,04,12,00
6201,2,09,01,10,33,02,07,00
6202,1,12,03,08,29,04,13,00
6203,2,00,00,00,00,00,00,00
6204,2,00,00,00,00,00,00,00
6205,1,00,00,00,00,00,00,00
6206,2,00,00,00,00,00,00,00
6207,1,05,02,20,45,03,11,00
6208,2,00,00,00,00,00,00,00
6209, ,  ,  ,  ,  ,  ,  ,  
6210,1,05,02,20,47,07,30,00
6211, ,  ,  ,  ,  ,  ,  ,  
6212,1,09,01,15,40,02,07,00
6213,2,00,00,00,00,00,00,00
6214, ,  ,  ,  ,  ,  ,  ,  
6215,1,09,01,08,29,04,13,00
6216,2,06,01,04,15,03,11,12
6217, ,  ,  ,  ,  ,  ,  ,  
6218, ,  ,  ,  ,  ,  ,  ,  
6219,1,10,01,11,35,07,30,00
6220, ,  ,  ,  ,  ,  ,  ,  
6221,1,05,02,20,45,03,11,00
6222,2,00,00,00,00,00,00,00
6223,1,00,00,00,00,00,00,00
6224,1,00,00,00,00,00,00,00
6225,1,06,01,03,10,01,05,07
6226,2,00,00,00,00,00,00,00
6227,2,11,01,09,30,09,33,00
6228,2,07,01,04,18,06,26,15
6229, ,  ,  ,  ,  ,  ,  ,  
6230,1,12,03,02,03,02,09,00
6231,2,12,03,02,03,03,11,00
6232,1,00,00,00,00,00,00,00
6233,2,00,00,00,00,00,00,00
6234,1,12,03,11,35,02,09,00
6235,2,12,03,11,35,03,11,00
6236,1,07,01,03,12,06,25,09
6237,2,00,00,00,00,00,00,00
6238,1,00,00,00,00,00,00,00
6239,2,00,00,00,00,00,00,00
6240,1,06,01,03,10,01,05,07
6241,2,06,01,04,20,01,05,17
6242,1,09,01,18,43,01,01,00
6243,2,00,00,00,00,00,00,00
6244,2,14,00,00,00,12,00,00
6245,1,12,03,09,31,02,08,00
6246,2,09,01,14,39,01,02,00
6247,1,12,03,12,37,09,34,00
6248,2,00,00,00,00,00,00,00
6249,2,09,01,09,31,03,11,00
6250,2,06,01,03,10,03,10,07
6251,2,07,01,04,18,06,26,15
6252,1,00,00,00,00,00,00,00
6253,1,07,05,02,03,07,28,00
6254,1,07,01,03,10,05,16,07
6255,2,09,01,18,43,02,07,00
6256,1,05,02,17,42,09,34,00
6257,2,09,01,14,39,03,11,00
6258,1,00,00,00,00,00,00,00
6259,1,07,01,04,19,06,26,16
6260,2,00,00,00,00,00,00,00
6261,2,06,01,04,20,03,11,17
6262,2,04,01,00,32,08,31,00
6263,1,07,01,03,09,05,16,06
6264,2,09,01,10,33,01,05,00
6265,1,11,01,12,37,09,34,00
6266,2,00,00,00,00,00,00,00
6267,2,00,00,00,00,00,00,00
6268,1,00,00,00,00,00,00,00
6269,1,05,02,17,42,01,04,00
6270,2,09,01,06,26,03,11,00
6271,1,00,00,00,00,00,00,00
6272,2,09,01,09,31,03,10,00
6273,2,06,01,03,10,03,10,07
6274,1,10,01,09,31,06,27,00
6275,2,00,00,00,00,00,00,00
6276,1,10,01,08,29,06,27,00
6277,1,12,03,08,29,04,13,00
6278,2,06,01,04,18,03,11,15
6279,2,00,00,00,00,00,00,00
6280,2,09,01,08,29,04,13,00
6281,1,09,01,09,31,02,07,00
6282,2,09,01,10,34,03,10,00
6283, ,  ,  ,  ,  ,  ,  ,  
6284,2,09,01,16,41,01,05,00
6285,1,07,01,03,08,05,17,05
6286,2,00,00,00,00,00,00,00
6287,1,07,01,03,09,05,17,06
6288,2,06,01,04,23,03,11,20
6289,2,09,01,18,43,03,10,00
6290,2,09,01,10,34,03,11,00
6291,2,09,01,17,42,03,10,00
6292,1,09,01,09,31,01,02,00
6293,2,00,00,00,00,00,00,00
6294,1,05,02,20,46,01,01,00
6295,2,09,01,11,35,03,10,00
6296,1,00,00,00,00,00,00,00
6297,1,04,01,00,32,08,31,00
6298,1,07,01,02,03,05,15,00
6299,2,00,00,00,00,00,00,00
6300,1,00,00,00,00,00,00,00
6301, ,  ,  ,  ,  ,  ,  ,  
6302, ,  ,  ,  ,  ,  ,  ,  
6303, ,  ,  ,  ,  ,  ,  ,  
6304, ,  ,  ,  ,  ,  ,  ,  
6305, ,  ,  ,  ,  ,  ,  ,  
6306, ,  ,  ,  ,  ,  ,  ,  
6307,2,00,00,00,00,00,00,00
6308,1,00,00,00,00,00,00,00
6309,2,00,00,00,00,00,00,00
6310,1,10,01,11,36,05,18,00
6311,1,07,01,02,03,07,28,00
6312,2,00,00,00,00,00,00,00
6313,1,09,01,08,29,03,11,00
6314,1,00,00,00,00,00,00,00
6315, ,  ,  ,  ,  ,  ,  ,  
6316,1,00,00,00,00,00,00,00
6317,2,00,00,00,00,00,00,00
6318,1,07,01,03,09,06,25,06
6319,2,07,01,04,18,06,26,15
6320,2,09,01,15,40,02,07,00
6321,1,05,02,18,43,01,01,00
6322,2,09,01,15,40,01,02,00
6323,1,00,00,00,00,00,00,00
6324,2,00,00,00,00,00,00,00
6325,1,06,01,04,19,03,11,16
6326,2,09,01,08,29,03,11,00
6327,1,00,00,00,00,00,00,00
6328,1,09,01,18,43,01,01,00
6329,2,09,01,07,27,03,11,00
6330,2,00,00,00,00,00,00,00
6331,2,00,00,00,00,00,00,00
6332,1,09,01,15,40,01,02,00
6333,2,00,00,00,00,00,00,00
6334,1,12,03,09,31,05,21,00
6335,2,00,00,00,00,00,00,00
6336,1,09,01,17,42,01,04,00
6337,2,09,01,17,42,01,04,00
6338,1,06,01,02,03,02,07,00
6339,2,00,00,00,00,00,00,00
6340,1,07,01,02,03,07,28,00
6341,2,00,00,00,00,00,00,00
6342,1,07,01,02,03,05,15,00
6343,2,00,00,00,00,00,00,00
6344,2,00,00,00,00,00,00,00
6345,2,09,01,10,33,03,11,00
6346,1,00,00,00,00,00,00,00
6347,2,05,02,17,42,01,04,00
6348,2,11,01,09,30,09,33,00
6349,1,14,00,00,00,12,00,00
6350,2,00,00,00,00,00,00,00
6351,1,12,03,09,31,02,08,00
6352,2,05,02,15,40,09,34,00
6353,1,05,02,14,39,09,34,00
6354,2,00,00,00,00,00,00,00
6355,2,00,00,00,00,00,00,00
6356, ,  ,  ,  ,  ,  ,  ,  
6357,1,11,01,09,31,09,34,00
6358,2,07,01,04,18,06,26,15
6359,1,09,01,09,31,02,07,00
6360,2,09,01,09,31,04,12,00
6361,1,10,01,09,31,06,27,00
6362,2,05,02,17,42,09,33,00
6363,1,00,00,00,00,00,00,00
6364,1,06,01,03,10,03,11,07
6365,1,00,00,00,00,00,00,00
6366, ,  ,  ,  ,  ,  ,  ,  
6367,1,00,00,00,00,00,00,00
6368,1,06,01,03,13,03,11,10
6369,2,00,00,00,00,00,00,00
6370,1,05,02,20,48,09,32,00
6371,2,00,00,00,00,00,00,00
6372,1,09,01,17,42,01,05,00
6373,2,05,02,17,42,01,04,00
6374,1,07,01,02,03,05,15,00
6375,2,07,01,03,10,06,25,07
6376,2,11,01,12,37,09,33,00
6377,2,09,01,08,29,03,11,00
6378,2,00,00,00,00,00,00,00
6379,1,00,00,00,00,00,00,00
6380,2,06,01,04,20,01,05,17
6381,1,06,01,03,13,03,11,10
6382,2,00,00,00,00,00,00,00
6383,2,00,00,00,00,00,00,00
6384,1,06,01,02,03,01,05,00
6385,2,00,00,00,00,00,00,00
6386,2,00,00,00,00,00,00,00
6387,1,10,01,09,31,07,30,00
6388,2,00,00,00,00,00,00,00
6389,1,00,00,00,00,00,00,00
6390,2,00,00,00,00,00,00,00
6391,1,09,01,09,31,04,12,00
6392,2,00,00,00,00,00,00,00
6393,1,00,00,00,00,00,00,00
6394,2,11,01,09,30,09,33,00
6395,1,07,01,02,03,05,15,00
6396,2,05,02,17,42,03,11,00
6397, ,  ,  ,  ,  ,  ,  ,  
6398, ,  ,  ,  ,  ,  ,  ,  
6399,2,05,02,20,48,03,10,00
6400,2,09,01,07,27,03,11,00
6401,2,00,00,00,00,00,00,00
6402,2,05,02,14,39,01,02,00
6403,1,11,01,17,42,09,32,00
6404,1,10,01,06,26,06,27,00
6405,2,09,01,17,42,01,02,00
6406,1,05,02,03,12,07,29,09
6407,1,00,00,00,00,00,00,00
6408,1,07,01,03,14,05,21,11
6409,2,10,01,12,37,06,27,00
6410,1,00,00,00,00,00,00,00
6411,1,00,00,00,00,00,00,00
6412,2,00,00,00,00,00,00,00
6413,2,10,01,12,37,06,27,00
6414,1,09,01,08,29,03,11,00
6415,2,00,00,00,00,00,00,00
6416,2,00,00,00,00,00,00,00
6417,1,09,01,09,31,04,12,00
6418,2,00,00,00,00,00,00,00
6419,1,00,00,00,00,00,00,00
6420,2,00,00,00,00,00,00,00
6421,1,09,01,11,35,01,05,00
6422,2,00,00,00,00,00,00,00
6423,2,00,00,00,00,00,00,00
6424,1,00,00,00,00,00,00,00
6425,1,00,00,00,00,00,00,00
6426,2,00,00,00,00,00,00,00
6427,1,11,01,15,40,09,34,00
6428,2,00,00,00,00,00,00,00
6429,1,00,00,00,00,00,00,00
6430,1,00,00,00,00,00,00,00
6431,2,00,00,00,00,00,00,00
6432,2,00,00,00,00,00,00,00
6433,1,10,01,09,31,07,30,00
6434,2,00,00,00,00,00,00,00
6435,1,07,01,03,13,06,25,10
6436,2,07,01,03,13,06,25,10
6437,1,07,01,03,13,06,25,10
6438,2,06,01,03,13,03,11,10
6439,1,09,01,09,31,04,12,00
6440,1,05,02,20,48,02,07,00
6441,2,05,02,20,48,03,10,00
6442,1,00,00,00,00,00,00,00
6443,2,00,00,00,00,00,00,00
6444,1,10,01,11,36,05,18,00
6445,2,00,00,00,00,00,00,00
6446,1,00,00,00,00,00,00,00
6447,2,09,01,17,42,03,10,00
6448,2,00,00,00,00,00,00,00
6449,1,06,01,03,13,01,05,10
6450,2,00,00,00,00,00,00,00
6451,1,06,01,03,06,02,07,03
6452,2,01,01,00,01,11,36,00
6453,1,00,00,00,00,00,00,00
6454,2,00,00,00,00,00,00,00
6455,1,06,01,03,13,02,07,10
6456,2,00,00,00,00,00,00,00
6457,2,00,00,00,00,00,00,00
6458,1,12,03,14,39,01,03,00
6459,2,00,00,00,00,00,00,00
6460,1,11,01,17,42,09,34,00
6461,1,12,03,14,39,01,03,00
6462,2,09,01,14,39,03,11,00
6463,2,09,01,14,39,03,11,00
6464,1,00,00,00,00,00,00,00
6465,1,09,01,16,41,01,05,00
6466,2,05,02,17,42,01,04,00
6467,1,06,01,04,15,02,07,12
6468,2,00,00,00,00,00,00,00
6469, ,  ,  ,  ,  ,  ,  ,  
6470,1,00,00,00,00,00,00,00
6471,2,07,01,03,10,06,25,07
6472,1,10,01,09,31,05,18,00
6473,2,00,00,00,00,00,00,00
6474,1,10,01,09,31,05,19,00
6475,2,07,01,03,09,06,25,06
6476, ,  ,  ,  ,  ,  ,  ,  
6477, ,  ,  ,  ,  ,  ,  ,  
6478, ,  ,  ,  ,  ,  ,  ,  
6479,1,00,00,00,00,00,00,00
6480,2,00,00,00,00,00,00,00
6481,2,09,01,10,34,03,11,00
6482,1,11,01,12,37,09,34,00
6483,2,07,01,04,15,06,26,12
6484,1,07,01,04,15,06,26,12
6485,2,00,00,00,00,00,00,00
6486,1,07,01,02,03,05,15,00
6487,1,12,03,09,31,02,08,00
6488,2,00,00,00,00,00,00,00
6489,2,09,01,06,26,03,11,00
6490,1,10,01,08,29,07,30,00
6491,2,09,01,10,34,03,11,00
6492, ,  ,  ,  ,  ,  ,  ,  
6493, ,  ,  ,  ,  ,  ,  ,  
6494,2,00,00,00,00,00,00,00
6495, ,  ,  ,  ,  ,  ,  ,  
6496,1,09,01,09,31,02,07,00
6497,2,00,00,00,00,00,00,00
6498,1,00,00,00,00,00,00,00
6499,1,07,01,04,22,06,22,19
6500,1,07,01,03,14,06,25,11
6501,2,09,01,15,40,03,11,00
6502,1,09,01,07,28,02,07,00
6503,2,00,00,00,00,00,00,00
6504,2,09,01,07,28,03,11,00
6505,2,05,02,20,47,03,10,00
6506,2,09,01,09,31,03,10,00
6507,1,05,02,20,46,01,05,00
6508,2,00,00,00,00,00,00,00
6509,1,11,01,09,30,09,34,00
6510,2,10,01,09,31,07,30,00
6511,1,07,01,03,10,07,29,07
6512,2,09,01,09,31,02,07,00
6513,2,06,01,03,12,03,10,09
6514,2,00,00,00,00,00,00,00
6515,2,11,01,09,30,09,33,00
6516,2,05,02,20,48,03,10,00
6517,1,09,01,10,33,02,07,00
6518,1,06,01,02,03,03,11,00
6519,2,09,01,16,41,01,02,00
6520,1,07,01,02,03,05,15,00
6521,2,09,01,09,31,04,12,00
6522,1,00,00,00,00,00,00,00
6523,2,09,01,18,43,01,05,00
6524,2,09,01,09,31,04,12,00
6525, ,  ,  ,  ,  ,  ,  ,  
6526,1,10,01,06,26,06,22,00
6527,2,00,00,00,00,00,00,00
6528,1,00,00,00,00,00,00,00
6529,2,00,00,00,00,00,00,00
6530,1,09,01,09,31,02,07,00
6531,2,00,00,00,00,00,00,00
6532,1,05,02,20,45,03,11,00
6533,2,05,02,15,40,09,34,00
6534,2,00,00,00,00,00,00,00
6535,2,05,02,15,40,06,27,00
6536,2,11,01,09,30,09,33,00
6537,2,00,00,00,00,00,00,00
6538,1,00,00,00,00,00,00,00
6539,2,00,00,00,00,00,00,00
6540,1,09,01,09,30,02,07,00
6541,2,11,01,09,30,09,33,00
6542,2,00,00,00,00,00,00,00
6543,1,10,01,06,26,06,22,00
6544,2,00,00,00,00,00,00,00
6545,2,06,01,04,20,03,10,17
6546,1,05,02,20,48,09,32,00
6547,2,00,00,00,00,00,00,00
6548,1,00,00,00,00,00,00,00
6549,2,09,01,15,40,01,02,00
6550,2,00,00,00,00,00,00,00
6551,2,09,01,11,36,03,10,00
6552,1,09,01,09,30,02,07,00
6553,2,09,01,11,35,03,10,00
6554,1,06,01,04,20,02,07,17
6555,2,00,00,00,00,00,00,00
6556,1,00,00,00,00,00,00,00
6557,2,00,00,00,00,00,00,00
6558,1,00,00,00,00,00,00,00
6559,2,00,00,00,00,00,00,00
6560,1,00,00,00,00,00,00,00
6561,1,05,02,02,03,07,28,00
6562,1,09,01,11,35,01,05,00
6563,2,00,00,00,00,00,00,00
6564,1,11,01,18,43,09,33,00
6565,2,09,01,09,31,04,12,00
6566,1,09,01,18,43,01,05,00
6567,2,00,00,00,00,00,00,00
6568,1,10,01,14,39,05,19,00
6569,2,09,01,14,39,01,02,00
6570,1,10,01,06,26,06,22,00
6571,2,00,00,00,00,00,00,00
6572,1,05,02,13,38,06,27,00
6573,2,11,01,10,34,09,33,00
6574,1,00,00,00,00,00,00,00
6575,2,00,00,00,00,00,00,00
6576,2,09,01,10,33,03,11,00
6577,1,11,01,10,33,09,33,00
6578,1,05,02,15,40,09,34,00
6579,2,00,00,00,00,00,00,00
6580,1,09,01,08,29,03,11,00
6581,2,00,00,00,00,00,00,00
6582,1,05,02,15,40,07,30,00
6583,2,00,00,00,00,00,00,00
6584,2,00,00,00,00,00,00,00
6585,1,00,00,00,00,00,00,00
6586,2,00,00,00,00,00,00,00
6587,2,00,00,00,00,00,00,00
6588,2,00,00,00,00,00,00,00
6589,2,00,00,00,00,00,00,00
6590, ,  ,  ,  ,  ,  ,  ,  
6591,1,12,03,13,38,01,06,00
6592,2,00,00,00,00,00,00,00
6593,2,04,01,00,32,08,31,00
6594,1,00,00,00,00,00,00,00
6595,2,00,00,00,00,00,00,00
6596,1,09,01,10,34,01,05,00
6597,2,00,00,00,00,00,00,00
6598, ,  ,  ,  ,  ,  ,  ,  
6599,1,05,02,20,47,01,05,00
6600,2,00,00,00,00,00,00,00
6601,1,12,03,09,31,02,08,00
6602,2,00,00,00,00,00,00,00
6603,1,05,02,20,46,02,07,00
6604,2,09,01,17,42,03,10,00
6605,1,00,00,00,00,00,00,00
6606,1,00,00,00,00,00,00,00
6607,2,00,00,00,00,00,00,00
6608,1,09,01,15,40,01,05,00
6609,2,00,00,00,00,00,00,00
6610,1,09,01,10,34,01,05,00
6611,2,00,00,00,00,00,00,00
6612,1,09,01,09,31,01,05,00
6613,2,00,00,00,00,00,00,00
6614,1,00,00,00,00,00,00,00
6615,1,12,03,02,03,05,21,00
6616,2,00,00,00,00,00,00,00
6617,2,00,00,00,00,00,00,00
6618,1,09,01,08,29,04,13,00
6619,2,00,00,00,00,00,00,00
6620,2,00,00,00,00,00,00,00
6621,1,00,00,00,00,00,00,00
6622,2,11,01,14,39,09,34,00
6623,2,11,01,14,39,09,34,00
6624,1,09,01,10,34,04,13,00
6625,2,09,01,09,31,03,11,00
6626,2,00,00,00,00,00,00,00
6627,1,09,01,09,30,02,07,00
6628,2,00,00,00,00,00,00,00
6629,1,06,01,03,12,01,01,09
6630,1,05,02,10,34,07,30,00
6631,2,00,00,00,00,00,00,00
6632,2,09,01,09,31,02,07,00
6633,1,00,00,00,00,00,00,00
6634,2,00,00,00,00,00,00,00
6635,1,06,01,03,12,02,07,09
6636,2,00,00,00,00,00,00,00
6637,1,09,01,08,29,04,13,00
6638,2,00,00,00,00,00,00,00
6639,2,06,01,03,07,03,10,04
6640,2,09,01,17,42,03,10,00
6641,2,09,01,17,42,01,05,00
6642, ,  ,  ,  ,  ,  ,  ,  
6643,1,09,01,17,42,01,05,00
6644,1,05,02,20,47,01,02,00
6645,1,00,00,00,00,00,00,00
6646,1,00,00,00,00,00,00,00
6647, ,  ,  ,  ,  ,  ,  ,  
6648,1,09,01,09,31,02,07,00
6649,2,00,00,00,00,00,00,00
6650,2,00,00,00,00,00,00,00
6651,1,06,01,03,10,02,07,07
6652,2,00,00,00,00,00,00,00
6653,2,07,01,03,09,06,25,06
6654,1,00,00,00,00,00,00,00
6655,1,09,01,09,31,04,12,00
6656,2,00,00,00,00,00,00,00
6657,1,12,03,02,03,02,09,00
6658,2,00,00,00,00,00,00,00
6659,1,09,01,08,29,02,07,00
6660,2,00,00,00,00,00,00,00
6661,1,00,00,00,00,00,00,00
6662,2,00,00,00,00,00,00,00
6663,2,00,00,00,00,00,00,00
6664, ,  ,  ,  ,  ,  ,  ,  
6665, ,  ,  ,  ,  ,  ,  ,  
6666,1,09,01,15,40,01,02,00
6667,2,05,02,15,40,06,27,00
6668, ,  ,  ,  ,  ,  ,  ,  
6669,1,00,00,00,00,00,00,00
6670,2,00,00,00,00,00,00,00
6671,1,07,01,04,24,06,26,21
6672,1,07,01,02,03,07,28,00
6673,2,10,01,14,39,06,27,00
6674,1,00,00,00,00,00,00,00
6675,2,00,00,00,00,00,00,00
6676,1,00,00,00,00,00,00,00
6677,1,00,00,00,00,00,00,00
6678,1,00,00,00,00,00,00,00
6679,2,00,00,00,00,00,00,00
6680,1,11,01,15,40,09,34,00
6681,2,00,00,00,00,00,00,00
6682,2,00,00,00,00,00,00,00
6683,1,10,01,08,29,06,27,00
6684,2,07,01,04,18,06,26,15
6685,2,00,00,00,00,00,00,00
6686, ,  ,  ,  ,  ,  ,  ,  
6687,2,00,00,00,00,00,00,00
6688,2,00,00,00,00,00,00,00
6689,2,00,00,00,00,00,00,00
6690,1,10,01,12,37,06,27,00
6691,2,11,01,12,37,09,34,00
6692, ,  ,  ,  ,  ,  ,  ,  
6693, ,  ,  ,  ,  ,  ,  ,  
6694,1,06,01,04,15,03,11,12
6695,2,09,01,14,39,03,11,00
6696,2,00,00,00,00,00,00,00
6697,2,00,00,00,00,00,00,00
6698,1,00,00,00,00,00,00,00
6699,2,00,00,00,00,00,00,00
6700,2,00,00,00,00,00,00,00
6701,2,00,00,00,00,00,00,00
6702,2,10,01,12,37,06,27,00
6703,2,00,00,00,00,00,00,00
6704,2,09,01,07,28,03,11,00
6705,2,11,05,12,37,09,33,00
6706,2,00,00,00,00,00,00,00
6707,1,07,01,02,03,05,15,00
6708,2,00,00,00,00,00,00,00
6709,2,11,01,12,37,09,34,00
6710,2,00,00,00,00,00,00,00
6711,1,07,01,03,08,06,25,05
6712,2,07,05,03,10,06,25,07
6713,1,11,01,09,30,09,34,00
6714,2,00,00,00,00,00,00,00
6715,2,00,00,00,00,00,00,00
6716,2,07,01,03,09,06,25,06
6717,2,10,01,12,37,06,27,00
6718,1,04,01,00,32,07,30,00
6719,1,00,00,00,00,00,00,00
6720, ,  ,  ,  ,  ,  ,  ,  
6721,1,07,01,02,03,05,14,00
6722,2,11,01,11,35,09,34,00
6723,2,05,02,20,47,03,11,00
6724,2,09,01,09,31,04,12,00
6725,1,07,01,03,14,06,25,11
6726,1,06,01,03,14,02,07,11
6727,2,06,01,03,14,03,11,11
6728,1,06,01,02,03,02,07,00
6729,2,00,00,00,00,00,00,00
6730,1,09,05,09,31,04,12,00
6731,1,00,00,00,00,00,00,00
6732,1,05,02,17,42,01,04,00
6733,2,09,01,09,31,04,12,00
6734,1,09,01,09,31,04,12,00
6735,2,00,00,00,00,00,00,00
6736,1,09,01,09,31,04,12,00
6737,2,09,05,11,35,03,11,00
6738,2,00,00,00,00,00,00,00
6739, ,  ,  ,  ,  ,  ,  ,  
6740,2,06,01,04,21,01,05,18
6741,2,00,00,00,00,00,00,00
6742,2,06,01,03,12,03,10,09
6743,1,11,01,09,30,09,34,00
6744,1,00,00,00,00,00,00,00
6745,2,00,00,00,00,00,00,00
6746,1,12,03,02,03,05,21,00
6747,2,00,00,00,00,00,00,00
6748,1,05,02,02,03,07,28,00
6749,1,00,00,00,00,00,00,00
6750,2,00,00,00,00,00,00,00
6751,2,00,00,00,00,00,00,00
6752,1,10,01,07,28,05,20,00
6753,2,00,00,00,00,00,00,00
6754,1,07,01,03,10,05,20,07
6755,2,00,00,00,00,00,00,00
6756,1,06,01,03,10,01,05,07
6757,1,05,02,17,42,03,11,00
6758,1,06,01,04,20,04,13,17
6759,1,10,01,18,43,05,19,00
6760,2,00,00,00,00,00,00,00
6761,1,10,01,18,43,05,15,00
6762,1,09,01,09,31,01,05,00
6763,2,00,00,00,00,00,00,00
6764,1,06,01,03,08,02,07,05
6765,2,00,00,00,00,00,00,00
6766,2,09,01,14,39,03,11,00
6767,2,14,00,00,00,12,00,00
6768, ,  ,  ,  ,  ,  ,  ,  
6769, ,  ,  ,  ,  ,  ,  ,  
6770,1,00,00,00,00,00,00,00
6771,2,07,05,04,17,06,26,14
6772,1,00,00,00,00,00,00,00
6773,2,00,00,00,00,00,00,00
6774,1,05,02,20,48,09,32,00
6775,2,00,00,00,00,00,00,00
6776,1,10,01,09,31,07,30,00
6777,2,00,00,00,00,00,00,00
6778,2,00,00,00,00,00,00,00
6779,2,00,00,00,00,00,00,00
6780,2,06,01,04,21,03,11,18
6781,1,07,01,03,13,05,17,10
6782, ,  ,  ,  ,  ,  ,  ,  
6783, ,  ,  ,  ,  ,  ,  ,  
6784, ,  ,  ,  ,  ,  ,  ,  
6785,1,00,00,00,00,00,00,00
6786,2,00,00,00,00,00,00,00
6787,1,00,00,00,00,00,00,00
6788,1,09,01,08,29,03,11,00
6789,2,00,00,00,00,00,00,00
6790, ,  ,  ,  ,  ,  ,  ,  
6791,1,07,01,04,20,05,21,17
6792,2,00,00,00,00,00,00,00
6793,2,09,01,09,31,04,12,00
